plan_id,plan_name,metal,premium,medical_deductable_person,medical_deductable_family,drug_deductable_person,drug_deductable_family,combined_deductable_person,combined_deductable_family,max_out_of_pocket_person,max_out_of_pocket_family,has_out_of_network,is_hsa,primary_care_visit_to_treat_an_injury_or_illness,specialist_visit,preventive_care_screening_immunization,preferred_brand_drugs,non_preferred_brand_drugs,specialty_drugs,generic_drugs,laboratory_outpatient_and_professional_services,x_rays_and_diagnostic_imaging,imaging,major_dental_care_child,orthodontia_child,basic_dental_care_child,dental_check_up_for_children,outpatient_facility_fee,outpatient_surgery_physician_surgical_services,home_health_care_services,outpatient_rehabilitation_services,prosthetic_devices,durable_medical_equipment,chiropractic_care,inpatient_rehabilitation_services,prenatal_and_postnatal_care,well_baby_visits_and_care,gym_membership_reimbursement,routine_eye_exam_for_children,eye_glasses_for_children,contact_lenses_for_children,skilled_nursing_facility,delivery_and_all_inpatient_services_for_maternity_care,inpatient_hospital_services,inpatient_physician_and_surgical_services,substance_abuse_disorder_outpatient_services,substance_abuse_disorder_inpatient_services,mental_behavioral_health_inpatient_services,mental_behavioral_health_outpatient_services,transplant,autism_spectrum_disorders,family_planning_services,chemotherapy,urgent_care_centers_or_facilities,emergency_room_services,emergency_transportation_ambulance,acupuncture,telemedicine
33591,"Oscar Market, Silver, ST, INN, Dep25, Wellness Rewards, Step Tracking, Free elemedicine",Silver,933.35,2000,4000,0,0,,,5500,11000,No,No,"$30 Copay after deductible","$50 Copay after deductible",$0,$35,$70,,$10,"$50 Copay after deductible","$50 Copay after deductible","$50 Copay after deductible",,,,,"$100 Copay after deductible","$100 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$50 Copay after deductible","$1500 Copay after deductible",$0,$0,$0,"$30 Copay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$1500 Copay per Stay after deductible","$1600 Copay after deductible","$1500 Copay per Stay after deductible","$100 Copay after deductible","$30 Copay after deductible","$1500 Copay per Stay after deductible","$1500 Copay per Stay after deductible","$30 Copay after deductible","$1600 Copay after deductible","$30 Copay after deductible",$0,"$30 Copay after deductible","$70 Copay after deductible","$150 Copay after deductible","$150 Copay after deductible",,$0
33615,"Oscar Market, Bronze, ST, INN, Dep25, Wellness Rewards, Step Tracking, Free Telemedicine",Bronze,747.78,,,,,3500,7000,6850,13700,No,No,"50% Coinsurance after deductible","50% Coinsurance after deductible",$0,"$35 Copay after deductible","$70 Copay after deductible",,"$10 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",,,,,"50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",$0,$0,$0,"50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",,$0
33644,"Oscar Simple, Platinum, NS, INN, Dep25, Free Generic Drugs, Free PCP/Mental Health Visits, Wellness Rewards, Step Tracking, Free Telemedicine",Platinum,1254.22,,,,,1000,2000,1000,2000,No,No,$0,"No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible",,,,,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,$0,$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",,$0
33650,"Oscar Simple, Silver, NS, INN, Dep25, Free Generic Drugs, Free PCP/Mental Health Visits, Wellness Rewards, Step Tracking, Free Telemedicine",Silver,860.88,,,,,5900,11800,5900,11800,No,No,$0,"No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible",,,,,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,$0,$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",,$0
33668,"Oscar Simple, Gold, NS, INN, Dep25, Free Generic Drugs, Free PCP/Mental Health Visits, Wellness Rewards, Step Tracking, Free Telemedicine",Gold,1047.96,,,,,3000,6000,3000,6000,No,No,$0,"No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible",,,,,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,$0,$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",,$0
33674,"Oscar Simple+, Silver, NS, INN, Dep25, Free Generic Drugs, $50 Preferred Drugs, Free PCP/Mental Health Visits, $50 Urgent Care, No deductible Specialist, Wellness Rewards, Step Tracking, Free Telemedicine",Silver,884.51,,,,,5900,11800,5900,11800,No,No,$0,$50,$0,$50,"No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible",,,,,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,$0,$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$50,"No Charge after deductible","No Charge after deductible",,$0
33686,"Oscar Simple+, Gold, NS, INN, Dep25, Free Generic Drugs, $50 Preferred Drugs, Free PCP/Mental Health Visits, Free Urgent Care, No deductible Specialist, Wellness Rewards, Step Tracking, Free Telemedicine",Gold,1058.69,,,,,3000,6000,3000,6000,No,No,$0,$50,$0,$50,"No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible",,,,,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,$0,$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$50,"No Charge after deductible","No Charge after deductible",,$0
33692,"Oscar Simple+, Platinum, NS, INN, Dep25, Free Generic Drugs, $50 Preferred Drugs, Free PCP/Mental Health Visits, Free Urgent Care, No deductible Specialist, Wellness Rewards, Step Tracking, Free Telemedicine",Platinum,1254.81,,,,,1000,2000,1000,2000,No,No,$0,$50,$0,$50,"No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible",,,,,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,$0,$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$50,"No Charge after deductible","No Charge after deductible",,$0
34060,"Oscar Classic, Platinum, NS, INN, Dep25, Three Free PCP Visits, Free Generic Drugs, Free Labs, Wellness Rewards, Step Tracking, Free Telemedicine",Platinum,1299.12,0,0,0,0,,,2000,4000,No,No,$15,$35,$0,$50,$150,$150,$0,$35,$35,$35,,,,,$100,$100,$15,$25,10%,10%,$35,$500,$0,$0,$0,$15,10%,10%,"$500 Copay per Stay",$500,"$500 Copay per Stay",$100,$15,"$500 Copay per Stay","$500 Copay per Stay",$15,$500,$15,$15,$15,$35,$100,$100,,$0
34066,"Oscar Classic, Gold, NS, INN, Dep25, Three Free PCP Visits, Free Generic Drugs, Free Labs, Wellness Rewards, Step Tracking, Free Telemedicine",Gold,1106.22,1000,2000,,,,,4000,8000,No,No,"$25 Copay after deductible","$40 Copay after deductible",$0,$50,$150,$150,$0,"$40 Copay after deductible","$40 Copay after deductible","$40 Copay after deductible",,,,,"$100 Copay after deductible","$100 Copay after deductible","$25 Copay after deductible","$30 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","$40 Copay after deductible","$1000 Copay after deductible",$0,$0,$0,"$25 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","$1000 Copay per Stay after deductible","$1000 Copay after deductible","$1000 Copay per Stay after deductible","$100 Copay after deductible","$25 Copay after deductible","$1000 Copay per Stay after deductible","$1000 Copay per Stay after deductible","$25 Copay after deductible","$1000 Copay after deductible","$25 Copay after deductible","$25 Copay after deductible","$25 Copay after deductible","$40 Copay after deductible","$150 Copay after deductible","$150 Copay after deductible",,$0
34072,"Oscar Classic, Silver, NS, INN, Dep25, Three Free PCP Visits, Free Generic Drugs, Free Labs, Wellness Rewards, Step Tracking, Free Telemedicine",Silver,861.29,4500,9000,0,0,,,5500,11000,No,No,"$30 Copay after deductible","$50 Copay after deductible",$0,$50,$150,$150,$0,"$50 Copay after deductible","$50 Copay after deductible","$50 Copay after deductible",,,,,"$100 Copay after deductible","$100 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$50 Copay after deductible","$1500 Copay after deductible",$0,$0,$0,"$30 Copay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$1500 Copay per Stay after deductible","$1500 Copay after deductible","$1500 Copay per Stay after deductible","$100 Copay after deductible","$30 Copay after deductible","$1500 Copay per Stay after deductible","$1500 Copay per Stay after deductible","$30 Copay after deductible","$1500 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$50 Copay after deductible","$150 Copay after deductible","$150 Copay after deductible",,$0
34084,"Oscar Classic, Bronze, NS, INN, Dep25, Three Free PCP Visits, Wellness Rewards, Step Tracking, Free Telemedicine",Bronze,720.60,,,,,6850,13700,6850,13700,No,No,"No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",,,,,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,$0,$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",,$0
34090,"Oscar Simple, Bronze, NS, INN, Dep25, $20 Generic Drugs, $20 PCP/Mental Health Visits, Wellness Rewards, Step Tracking, Free Telemedicine",Bronze,723.72,,,,,6850,13700,6850,13700,No,No,"No Charge after deductible","No Charge after deductible",$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible",$20,"No Charge after deductible","No Charge after deductible","No Charge after deductible",,,,,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",$0,$0,$0,"No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible","No Charge after deductible",,$0
34274,"Empire Blue Cross Blue Shield HMO 2750 X, for HSA, Silver, NS, INN, Pediatric Dental, Dep 25, a Multi-State Plan",Silver,1032.68,,,,,2750,5500,6550,13100,No,Yes,"10% Coinsurance after deductible","10% Coinsurance after deductible",$0,"10% Coinsurance after deductible","10% Coinsurance after deductible",,"10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible",50%,50%,25%,25%,"10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","$1100 Copay after deductible",$0,$0,$0,$0,$0,$0,"10% Coinsurance after deductible","$1100 Copay after deductible","$1100 Copay per Stay after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","$1100 Copay per Stay after deductible","$1100 Copay per Stay after deductible","10% Coinsurance after deductible","$1100 Copay after deductible","10% Coinsurance after deductible",$0,"10% Coinsurance after deductible","$50 Copay after deductible","$500 Copay after deductible","10% Coinsurance after deductible",,
34280,"Empire Blue Cross Blue Shield HMO 1000 X, Gold, NS, INN, Pediatric Dental, Dep 25, a Multi-State Plan",Gold,1229.06,,,,,1000,2000,6850,13700,No,No,$30,"10% Coinsurance after deductible",$0,$40,"10% Coinsurance after deductible",,$15,"10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible",50%,50%,25%,25%,"10% Coinsurance after deductible","10% Coinsurance after deductible",10%,"10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","$1000 Copay after deductible",$0,$0,$0,$0,$0,$0,"10% Coinsurance after deductible","$1000 Copay after deductible","$1000 Copay per Stay after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","$1000 Copay per Stay after deductible","$1000 Copay per Stay after deductible","10% Coinsurance after deductible","$1000 Copay after deductible","10% Coinsurance after deductible",$0,"10% Coinsurance after deductible","$50 Copay after deductible","$400 Copay after deductible","10% Coinsurance after deductible",,
34817,"Empire HMO 4000 X for HSA Bronze ST INN Pediatric Dental Dep 25",Bronze,886.92,,,,,4000,8000,6450,12900,No,Yes,"50% Coinsurance after deductible","50% Coinsurance after deductible",$0,"$35 Copay after deductible","$70 Copay after deductible",,"$10 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",$0,$0,$0,$0,"50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","$0 Copay per Stay","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",$0,"50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",,
34820,"Empire HMO 6000 X Bronze NS INN Pediatric Dental Dep 25",Bronze,874.60,,,,,6000,12000,6850,13700,No,No,"$0 Copay before deductible","20% Coinsurance after deductible",$0,"20% Coinsurance after deductible","20% Coinsurance after deductible",,"20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible",20%,"20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","$850 Copay after deductible",$0,$0,$0,$0,$0,$0,"20% Coinsurance after deductible","$850 Copay after deductible","$850 Copay per Stay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","$850 Copay per Stay after deductible","$850 Copay per Stay after deductible","20% Coinsurance after deductible","$850 Copay after deductible","20% Coinsurance after deductible",$0,"20% Coinsurance after deductible","$75 Copay after deductible","$750 Copay after deductible","20% Coinsurance after deductible",,
34823,"Empire HMO 5850 X Bronze NS INN Pediatric Dental Dep 25",Bronze,870.04,,,,,5850,11700,6850,13700,No,No,"$0 Copay before deductible","30% Coinsurance after deductible",$0,"30% Coinsurance after deductible","30% Coinsurance after deductible",,"30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible",25%,"30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$1000 Copay after deductible",$0,$0,$0,$0,$0,$0,"30% Coinsurance after deductible","$1000 Copay after deductible","$1000 Copay per Stay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$1000 Copay per Stay after deductible","$1000 Copay per Stay after deductible","30% Coinsurance after deductible","$1000 Copay after deductible","30% Coinsurance after deductible",$0,"30% Coinsurance after deductible","$75 Copay after deductible","$600 Copay after deductible","30% Coinsurance after deductible",,
34826,"Empire HMO 2000 X Silver ST INN Pediatric Dental Dep 25",Silver,1106.80,,,,,2000,4000,5500,11000,No,No,"$30 Copay after deductible","$50 Copay after deductible",$0,$35,$70,,$10,"$50 Copay after deductible","$50 Copay after deductible","$50 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$100 Copay after deductible","$100 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$50 Copay after deductible","$1500 Copay after deductible",$0,$0,$0,"$30 Copay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$1500 Copay per Stay after deductible","$1600 Copay after deductible","$1500 Copay per Stay after deductible","$100 Copay after deductible","$30 Copay after deductible","$1500 Copay after deductible","$1500 Copay after deductible","$30 Copay after deductible","$1600 Copay after deductible","$30 Copay after deductible",$0,"$30 Copay after deductible","$70 Copay after deductible","$150 Copay after deductible","$150 Copay after deductible",,
34832,"Empire HMO 2250 X Silver NS INN Pediatric Dental Dep 25",Silver,1014.66,,,,,2250,4500,6500,13000,No,No,"$0 Copay before deductible","25% Coinsurance after deductible",$0,"25% Coinsurance after deductible","25% Coinsurance after deductible",,"25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible",25%,"25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","$1000 Copay after deductible",$0,$0,$0,$0,$0,$0,"25% Coinsurance after deductible","$1000 Copay after deductible","$1000 Copay per Stay after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","$1000 Copay per Stay after deductible","$1000 Copay per Stay after deductible","25% Coinsurance after deductible","$1000 Copay after deductible","25% Coinsurance after deductible",$0,"25% Coinsurance after deductible","$50 Copay after deductible","$200 Copay after deductible","25% Coinsurance after deductible",,
34838,"Empire HMO 600 X Gold ST INN Pediatric Dental Dep 25",Gold,1291.32,,,,,600,1200,4000,8000,No,No,"$25 Copay after deductible","$40 Copay after deductible",$0,$35,$70,,$10,"$40 Copay after deductible","$40 Copay after deductible","$40 Copay after deductible","$25 Copay after deductible","$25 Copay after deductible","$25 Copay after deductible","$25 Copay after deductible","$100 Copay after deductible","$100 Copay after deductible","$25 Copay after deductible","$30 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","$40 Copay after deductible","$1000 Copay after deductible",$0,$0,$0,"$25 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible","$1000 Copay per Stay after deductible","$1100 Copay after deductible","$1000 Copay per Stay after deductible","$100 Copay after deductible","$25 Copay after deductible","$1000 Copay after deductible","$1000 Copay after deductible","$25 Copay after deductible","$1100 Copay after deductible","$25 Copay after deductible",$0,"$25 Copay after deductible","$60 Copay after deductible","$150 Copay after deductible","$150 Copay after deductible",,
34841,"Empire HMO 0 X Platinum ST INN Pediatric Dental Dep 25",Platinum,1501.52,,,,,0,0,2000,4000,No,No,$15,$35,$0,$30,$60,,$10,$35,$35,$35,$15,$15,$15,$15,$100,$100,$15,$25,10%,10%,$35,$500,$0,$0,$0,$15,10%,10%,"$500 Copay per Stay",$600,"$500 Copay per Stay",$100,$15,"$500 Copay per Stay","$500 Copay per Stay",$15,$600,$15,$0,$15,$55,$100,$100,,
34887,"Empire HMO 2750 X for HSA Silver NS INN Pediatric Dental Dep 25",Silver,1032.22,,,,,2750,5500,6550,13100,No,Yes,"10% Coinsurance after deductible","10% Coinsurance after deductible",$0,"10% Coinsurance after deductible","10% Coinsurance after deductible",,"10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","$1100 Copay after deductible",$0,$0,$0,$0,$0,$0,"10% Coinsurance after deductible","$1100 Copay after deductible","$1100 Copay per Stay after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","$1100 Copay per Stay after deductible","$1100 Copay per Stay after deductible","10% Coinsurance after deductible","$1100 Copay after deductible","10% Coinsurance after deductible",$0,"10% Coinsurance after deductible","$50 Copay after deductible","$500 Copay after deductible","10% Coinsurance after deductible",,
34899,"Empire HMO 1000 X Gold NS INN Pediatric Dental Dep 25",Gold,1228.26,,,,,1000,2000,6850,13700,No,No,$30,"10% Coinsurance after deductible",$0,$40,"10% Coinsurance after deductible",,$15,"10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible",10%,"10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","$1000 Copay after deductible",$0,$0,$0,$0,$0,$0,"10% Coinsurance after deductible","$1000 Copay after deductible","$1000 Copay per Stay after deductible","10% Coinsurance after deductible","10% Coinsurance after deductible","$1000 Copay per Stay after deductible","$1000 Copay per Stay after deductible","10% Coinsurance after deductible","$1000 Copay after deductible","10% Coinsurance after deductible",$0,"10% Coinsurance after deductible","$50 Copay after deductible","$400 Copay after deductible","10% Coinsurance after deductible",,
34905,"Empire HMO 250 X Platinum NS INN Pediatric Dental Dep 25",Platinum,1450.20,,,,,250,500,4000,8000,No,No,$20,"$35 Copay after deductible",$0,$35,"$50 Copay after deductible",,$10,"5% Coinsurance after deductible","5% Coinsurance after deductible","5% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible","5% Coinsurance after deductible","5% Coinsurance after deductible",5%,"5% Coinsurance after deductible","5% Coinsurance after deductible","5% Coinsurance after deductible","$35 Copay after deductible","$300 Copay after deductible",$0,$0,$0,$0,$0,$0,"5% Coinsurance after deductible","$300 Copay after deductible","$300 Copay per Stay after deductible","5% Coinsurance after deductible","5% Coinsurance after deductible","$300 Copay per Stay after deductible","$300 Copay per Stay after deductible","5% Coinsurance after deductible","$300 Copay after deductible","5% Coinsurance after deductible",$0,"5% Coinsurance after deductible","$50 Copay after deductible","$200 Copay after deductible","5% Coinsurance after deductible",,
34911,"Empire HMO 5850 X Bronze NS INN Pediatric Dental Dep 25 0 PCP Office Visit",Bronze,887.26,,,,,5850,11700,6850,13700,No,No,"$0 / $0 Copay before deductible","30% Coinsurance after deductible / Not Applicable","No Charge / Not Applicable","30% Coinsurance after deductible / Not Applicable","30% Coinsurance after deductible / Not Applicable","Not Applicable / Not Applicable","30% Coinsurance after deductible / Not Applicable","30% Coinsurance after deductible / Not Applicable","30% Coinsurance after deductible / Not Applicable","30% Coinsurance after deductible / Not Applicable","50% Coinsurance after deductible / Not Applicable","50% Coinsurance after deductible / Not Applicable","25% Coinsurance after deductible / Not Applicable","25% Coinsurance after deductible / Not Applicable","30% Coinsurance after deductible / Not Applicable","30% Coinsurance after deductible / Not Applicable","25% / Not Applicable","30% Coinsurance after deductible / Not Applicable","30% Coinsurance after deductible / Not Applicable","30% Coinsurance after deductible / Not Applicable","30% Coinsurance after deductible / Not Applicable","$1000 Copay after deductible / Not Applicable","No Charge / Not Applicable","No Charge / No Charge","No Charge / No Charge","No Charge / Not Applicable","No Charge / Not Applicable","No Charge / No Charge","$0 Copay per Stay / Not Applicable","$1000 Copay after deductible / Not Applicable","$1000 Copay per Stay after deductible / Not Applicable","30% Coinsurance after deductible / Not Applicable","30% Coinsurance after deductible / Not Applicable","$1000 Copay per Stay after deductible / Not Applicable","$1000 Copay per Stay after deductible / Not Applicable","30% Coinsurance after deductible / Not Applicable","$1000 Copay after deductible / Not Applicable","30% Coinsurance after deductible / Not Applicable","No Charge / Not Applicable","30% Coinsurance after deductible / Not Applicable","$75 Copay after deductible / Not Applicable","$600 Copay after deductible / Not Applicable","30% Coinsurance after deductible / Not Applicable",,
35045,"UnitedHealthcare Compass Silver NS INN Pediatric Dental Dep 25",Silver,1147.05,2450,4900,0,0,,,6550,13100,No,No,$10,$75,$0,$35,$75,$75,$15,"30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$30 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible",$0,$0,,"$30 Copay after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible",$10,"30% Coinsurance after deductible","30% Coinsurance after deductible",$10,"30% Coinsurance after deductible",$10,$0,"30% Coinsurance after deductible",$75,$300,"30% Coinsurance after deductible",,
