plan_id,plan_name,metal,premium,medical_deductable_person,medical_deductable_family,drug_deductable_person,drug_deductable_family,combined_deductable_person,combined_deductable_family,max_out_of_pocket_person,max_out_of_pocket_family,has_out_of_network,is_hsa,primary_care_visit_to_treat_an_injury_or_illness,specialist_visit,preventive_care_screening_immunization,preferred_brand_drugs,non_preferred_brand_drugs,specialty_drugs,generic_drugs,transplant,second_opinion,applied_behavior_analysis_based_therapies,chemotherapy,family_planning_services,urgent_care_centers_or_facilities,emergency_room_services,emergency_transportation_ambulance,well_baby_visits_and_care,prenatal_and_postnatal_care,gym_membership_reimbursement,x_rays_and_diagnostic_imaging,laboratory_outpatient_and_professional_services,imaging,major_dental_care_child,orthodontia_child,basic_dental_care_child,dental_check_up_for_children,mental_behavioral_health_inpatient_services,mental_behavioral_health_outpatient_services,substance_abuse_disorder_inpatient_services,substance_abuse_disorder_outpatient_services,outpatient_facility_fee,outpatient_surgery_physician_surgical_services,home_health_care_services,outpatient_rehabilitation_services,prosthetic_devices,chiropractic_care,inpatient_rehabilitation_services,durable_medical_equipment,skilled_nursing_facility,delivery_and_all_inpatient_services_for_maternity_care,inpatient_hospital_services,inpatient_physician_and_surgical_services,routine_eye_exam_for_children,contact_lenses_for_children,eye_glasses_for_children,acupuncture,telemedicine,step_tracking,free_pcp_visits_at_the_oscar_health_center,teeth_whitening_for_adults,autism_spectrum_disorders,dental_x_rays_for_adults,basic_dental_care_adult,routine_dental_services,routine_eye_exam
42991,"Fidelis Care Bronze ST INN Pediatric Dental Dep25",Bronze,734.07,,,,,4000,8000,7150,14300,No,No,"50.00% Coinsurance after deductible","50.00% Coinsurance after deductible",$0,"$35.00 Copay after deductible","$70.00 Copay after deductible",,"$10 Copay after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible",$0,"50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible",$0,$0,,"50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible",,,,,,,,,,
42997,"Fidelis Care Silver ST INN Pediatric Dental Dep25",Silver,912.91,1650,3300,,,,,5700,11400,No,No,"$30.00 Copay after deductible","$50.00 Copay after deductible",$0,$35.00,$70.00,,$10.00,"$1600.00 Copay after deductible","$50.00 Copay after deductible","$30.00 Copay after deductible","$30.00 Copay after deductible",$0,"$70.00 Copay after deductible","$250.00 Copay after deductible","$150.00 Copay after deductible",$0,$0,,"$50.00 Copay after deductible","$50.00 Copay after deductible","$50.00 Copay after deductible","$30.00 Copay after deductible","$30.00 Copay after deductible","$30.00 Copay after deductible","$30.00 Copay after deductible","$1500.00 Copay per Stay after deductible","$30.00 Copay after deductible","$1500.00 Copay per Stay after deductible","$30.00 Copay after deductible","$100.00 Copay after deductible","$100.00 Copay after deductible","$30.00 Copay after deductible","$30.00 Copay after deductible","25.00% Coinsurance after deductible","$50.00 Copay after deductible","$1500.00 Copay after deductible","25.00% Coinsurance after deductible","$1500.00 Copay per Stay after deductible","$1600.00 Copay after deductible","$1500.00 Copay per Stay after deductible","$100.00 Copay after deductible","$30.00 Copay after deductible","25.00% Coinsurance after deductible","25.00% Coinsurance after deductible",,,,,,,,,,
43000,"Fidelis Care Gold ST INN Pediatric Dental Dep25",Gold,1073.90,600,1200,,,,,4000,8000,No,No,"$25.00 Copay after deductible","$40.00 Copay after deductible",$0,$35.00,$70.00,,$10.00,"$1100.00 Copay after deductible","$40.00 Copay after deductible","$25.00 Copay after deductible","$25.00 Copay after deductible",$0,"$60.00 Copay after deductible","$150.00 Copay after deductible","$150.00 Copay after deductible",$0,$0,,"$40.00 Copay after deductible","$40.00 Copay after deductible","$40.00 Copay after deductible","$25.00 Copay after deductible","$25.00 Copay after deductible","$25.00 Copay after deductible","$25.00 Copay after deductible","$1000.00 Copay per Stay after deductible","$25.00 Copay after deductible","$1000.00 Copay per Stay after deductible","$25.00 Copay after deductible","$100.00 Copay after deductible","$100.00 Copay after deductible","$25.00 Copay after deductible","$30.00 Copay after deductible","20.00% Coinsurance after deductible","$40.00 Copay after deductible","$1000.00 Copay after deductible","20.00% Coinsurance after deductible","$1000.00 Copay per Stay after deductible","$1100.00 Copay after deductible","$1000.00 Copay per Stay after deductible","$100.00 Copay after deductible","$25.00 Copay after deductible","20.00% Coinsurance after deductible","20.00% Coinsurance after deductible",,,,,,,,,,
43003,"Fidelis Care Platinum ST INN Pediatric Dental Dep25",Platinum,1280.09,0,0,,,,,2000,4000,No,No,$15.00,$35.00,$0,$30.00,$60.00,,$10.00,$600.00,$35.00,$15.00,$15.00,$0,$55.00,$100.00,$100.00,$0,$0,,$35.00,$35.00,$35.00,$15.00,$15.00,$15.00,$15.00,"$500.00 Copay per Stay",$15.00,"$500.00 Copay per Stay",$15.00,$100.00,$100.00,$15.00,$25.00,10.00%,$35.00,$500.00,10.00%,"$500.00 Copay per Stay",$600.00,"$500.00 Copay per Stay",$100.00,$15.00,10.00%,10.00%,,,,,,,,,,
43173,"UHC Compass Platinum ST INN Pediatric Dental Dep 25",Platinum,1975.56,,,,,0,0,2000,4000,No,No,$15.00,$35.00,$0,$30.00,$60.00,,$10.00,$600.00,$35.00,$15.00,$15.00,$0,$55.00,$100.00,$100.00,$0,$0,,$35.00,$35.00,$35.00,$15.00,$15.00,$15.00,$15.00,"$500.00 Copay per Stay",$15.00,"$500.00 Copay per Stay",$15.00,$100.00,$100.00,$15.00,$25.00,10.00%,$35.00,$500.00,10.00%,"$500.00 Copay per Stay",$600.00,"$500.00 Copay per Stay",$100.00,$15.00,10.00%,10.00%,,,,,,,,,,
43179,"UHC Compass Gold ST INN Pediatric Dental Dep 25",Gold,1688.00,600,1200,0,0,,,4000,8000,No,No,"$25.00 Copay after deductible","$40.00 Copay after deductible",$0,$35.00,$70.00,,$10.00,"$1100.00 Copay after deductible","$40.00 Copay after deductible","$25.00 Copay after deductible","$25.00 Copay after deductible",$0,"$60.00 Copay after deductible","$150.00 Copay after deductible","$150.00 Copay after deductible",$0,$0,,"$40.00 Copay after deductible","$40.00 Copay after deductible","$40.00 Copay after deductible","$25.00 Copay after deductible","$25.00 Copay after deductible","$25.00 Copay after deductible","$25.00 Copay after deductible","$1000.00 Copay per Stay after deductible","$25.00 Copay after deductible","$1000.00 Copay per Stay after deductible","$25.00 Copay after deductible","$100.00 Copay after deductible","$100.00 Copay after deductible","$25.00 Copay after deductible","$30.00 Copay after deductible","20.00% Coinsurance after deductible","$40.00 Copay after deductible","$1000.00 Copay after deductible","20.00% Coinsurance after deductible","$1000.00 Copay per Stay after deductible","$1100.00 Copay after deductible","$1000.00 Copay per Stay after deductible","$100.00 Copay after deductible","$25.00 Copay after deductible","20.00% Coinsurance after deductible","20.00% Coinsurance after deductible",,,,,,,,,,
43188,"UHC Compass Silver ST INN Pediatric Dental Dep 25",Silver,1428.18,1650,3300,0,0,,,5700,11400,No,No,"$30.00 Copay after deductible","$50.00 Copay after deductible",$0,$35.00,$70.00,,$10.00,"$1600.00 Copay after deductible","$50.00 Copay after deductible","$30.00 Copay after deductible","$30.00 Copay after deductible",$0,"$70.00 Copay after deductible","$250.00 Copay after deductible","$150.00 Copay after deductible",$0,$0,,"$50.00 Copay after deductible","$50.00 Copay after deductible","$50.00 Copay after deductible","$30.00 Copay after deductible","$30.00 Copay after deductible","$30.00 Copay after deductible","$30.00 Copay after deductible","$1500.00 Copay per Stay after deductible","$30.00 Copay after deductible","$1500.00 Copay per Stay after deductible","$30.00 Copay after deductible","$100.00 Copay after deductible","$100.00 Copay after deductible","$30.00 Copay after deductible","$30.00 Copay after deductible","25.00% Coinsurance after deductible","$50.00 Copay after deductible","$1500.00 Copay after deductible","25.00% Coinsurance after deductible","$1500.00 Copay per Stay after deductible","$1600.00 Copay after deductible","$1500.00 Copay per Stay after deductible","$100.00 Copay after deductible","$30.00 Copay after deductible","25.00% Coinsurance after deductible","25.00% Coinsurance after deductible",,,,,,,,,,
43197,"UHC Compass Bronze ST INN Pediatric Dental Dep 25",Bronze,1138.28,,,,,4000,8000,7150,14300,No,No,"50.00% Coinsurance after deductible","50.00% Coinsurance after deductible",$0,"$35.00 Copay after deductible","$70.00 Copay after deductible",,"$10.00 Copay after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible",$0,"50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible",$0,$0,,"50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible","50.00% Coinsurance after deductible",,,,,,,,,,
43222,"UHC Compass Silver NS INN Pediatric Dental Dep 25",Silver,1451.00,3300,6600,0,0,,,5700,11400,No,No,$10.00,$75.00,$0,$35.00,$75.00,,$15.00,"30% Coinsurance after deductible",$75.00,$75.00,"30% Coinsurance after deductible",$0,$75.00,$300.00,"30% Coinsurance after deductible",$0,$0,,"30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$30 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","30% Coinsurance after deductible",$75.00,"30% Coinsurance after deductible",$75.00,"30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible",$75.00,"30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","30% Coinsurance after deductible","$30 Copay after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible",,,,,,,,,,
43237,"UHC Compass HSA Bronze NS INN Pediatric Dental Dep 25",Bronze,1131.14,,,,,5500,11000,6550,13100,No,Yes,"50% Coinsurance after deductible","50% Coinsurance after deductible",$0,"$35 Copay after deductible","$70 Copay after deductible",,"$10 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",$0,"50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",$0,$0,,"50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",,,,,,,,,,
43268,"AffinityAccess Platinum ST INN Pediatric Dental Dep25",Platinum,1349.46,,0,,0,,,,4000,No,No,$15.00,$35.00,$0,$30.00,$60.00,$60.00,$10.00,$600.00,$35.00,$15.00,$15.00,$0,$55.00,$100.00,$100.00,$0,$0,$0,$35.00,$35.00,$35.00,$15.00,$15.00,$15.00,$15.00,$500.00,$15.00,$500.00,$15.00,$100.00,$100.00,$15.00,$25.00,10.00%,$35.00,$500.00,10.00%,"$500 Copay per Stay",$600.00,"$500 Copay per Stay",$100.00,$15.00,10.00%,10.00%,,,,,,,,,,
43271,"AffinityAccess Gold ST INN Pediatric Dental Dep25",Gold,1152.29,,1200,,0,,,,8000,No,No,$25.00,"$40.00 Copay after deductible",$0,$35.00,$70.00,$70.00,$10.00,"$1100 Copay after deductible","$40 Copay after deductible","$25 Copay after deductible","$25 Copay after deductible",$0,"$60 Copay after deductible","$150 Copay after deductible","$150 Copay after deductible",$0,$0,$0,"$40 Copay after deductible","$40 Copay after deductible","$40 Copay after deductible","$25 Copay after deductible","$25 Copay after deductible","$25 Copay after deductible","$25 Copay after deductible","$1000 Copay after deductible","$25 Copay after deductible","$1000 Copay after deductible","$25 Copay after deductible","$100 Copay after deductible","$100 Copay after deductible","$25 Copay after deductible","$30 Copay after deductible","20% Coinsurance after deductible","$40 Copay after deductible","$1100 Copay after deductible","20% Coinsurance after deductible","$1000 Copay per Stay after deductible","$1100 Copay after deductible","$1000 Copay per Stay after deductible","$100 Copay after deductible","$25 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible",,,,,,,,,,
43277,"AffinityAccess Silver ST INN Pediatric Dental Dep25",Silver,965.85,,3300,,0,,,5700,11400,No,No,$30.00,"$50.00 Copay after deductible",$0,$35.00,$70.00,$70.00,$10.00,"$1600 Copay after deductible","$50 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible",$0,"$70 Copay after deductible","$250.00 Copay after deductible","$150.00 Copay after deductible",$0,$0,$0,"$50 Copay after deductible","$50 Copay after deductible","$50 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$1500 Copay after deductible","$30 Copay after deductible","$1500 Copay after deductible","$30 Copay after deductible","$100 Copay after deductible","$100 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","25% Coinsurance after deductible","$50 Copay after deductible","$1500 Copay after deductible","25% Coinsurance after deductible","$1500 Copay per Stay after deductible","$1600 Copay after deductible","$1500 Copay per Stay after deductible","$100 Copay after deductible","$30 Copay after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible",,,,,,,,,,
43280,"AffinityAccess Bronze ST INN Pediatric Dental Dep25",Bronze,808.61,,,,,,8000,7150,14300,No,No,"50% Coinsurance after deductible","50% Coinsurance after deductible",,"$35 Copay after deductible","$70 Copay after deductible","$70.00 Copay after deductible","$10 Copay after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",$0,"50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",$0,"50% Coinsurance after deductible",,"50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible","50% Coinsurance after deductible",,,,,,,,,,
43314,"AffinityAccess 2.0 Platinum NS INN Pediatric Dental Dep25, Adult Dental Clng Exams Whtng, Vsn Exam",Platinum,1392.87,,0,,0,,,,4000,No,No,$15.00,$35.00,$0,$30.00,$60.00,$60.00,$10.00,$600.00,$35.00,,$15.00,$0,$55.00,$100.00,$100.00,$0,$0,$0,$35.00,$35.00,$35.00,$15.00,$15.00,$15.00,$15.00,$500.00,$15.00,$500.00,$15.00,$100.00,$100.00,$15.00,$25.00,10.00%,$35.00,$500.00,10.00%,"$500 Copay per Stay",$600.00,"$500 Copay per Stay",$100.00,$15.00,10.00%,10.00%,,,,,$0,$15.00,$0,$0,,
43317,"AffinityAccess 2.0 Gold NS INN Pediatric Dental Dep25, Adult Dental Clng Exams Whtng, Vision Exam",Gold,1195.69,,1200,,0,,,,8000,No,No,$25.00,"$40.00 Copay after deductible",$0,$35.00,$70.00,$70.00,$10.00,"$1100 Copay after deductible","$40 Copay after deductible",,"$25 Copay after deductible",$0,"$60 Copay after deductible","$150 Copay after deductible","$150 Copay after deductible",$0,$0,$0,"$40 Copay after deductible","$40 Copay after deductible","$40 Copay after deductible","$25 Copay after deductible","$25 Copay after deductible","$25 Copay after deductible","$25 Copay after deductible","$1000 Copay after deductible","$25 Copay after deductible","$1000 Copay after deductible","$25 Copay after deductible","$100 Copay after deductible","$100 Copay after deductible","$25 Copay after deductible","$30 Copay after deductible","20% Coinsurance after deductible","$40 Copay after deductible","$1100 Copay after deductible","20% Coinsurance after deductible","$1000 Copay per Stay after deductible","$1100 Copay after deductible","$1000 Copay per Stay after deductible","$100 Copay after deductible","$25 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible",,,,,$0,"$25 Copay after deductible",$0,$0,,
43323,"AffinityAccess 2.0 Silver NS INN Pediatric Dental Dep25, Adult Dental Clng Exams Whtng, Vision Exam",Silver,1009.27,,3300,,0,,,5700,11400,No,No,$30.00,"$50.00 Copay after deductible",$0,$35.00,$70.00,$70.00,$10.00,"$1600 Copay after deductible","$50 Copay after deductible",,"$30 Copay after deductible",$0,"$70 Copay after deductible","$250.00 Copay after deductible","$150.00 Copay after deductible",$0,$0,$0,"$50 Copay after deductible","$50 Copay after deductible","$50 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$1500 Copay after deductible","$30 Copay after deductible","$1500 Copay after deductible","$30 Copay after deductible","$100 Copay after deductible","$100 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","25% Coinsurance after deductible","$50 Copay after deductible","$1500 Copay after deductible","25% Coinsurance after deductible","$1500 Copay per Stay after deductible","$1600 Copay after deductible","$1500 Copay per Stay after deductible","$100 Copay after deductible","$30 Copay after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible",,,,,$0,"$30 Copay after deductible",$0,$0,,
43326,"AffinityAccess 2.0 Bronze NS INN Pediatric Dental Dep25, Adult Dental Clng Exams Whtng, Vision Exam",Bronze,822.42,,,,,,14300,7150,14300,No,No,"0.00% Coinsurance after deductible","0.00% Coinsurance after deductible",$0,"0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible",,"0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible",$0,"0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible",,,,,"0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible","0.00% Coinsurance after deductible",,
43694,"Empire BlueCross BlueShield HMO 2800 X, for HSA, Silver, NS, INN, Pediatric Dental, Dep 25, a Multi-State Plan",Silver,1163.14,,,,,2400,4800,4500,9000,No,No,"15% Coinsurance after deductible / Not Applicable","$30 Copay after deductible / Not Applicable","No Charge / Not Applicable","10% Coinsurance after deductible / 15% Coinsurance after deductible","40% Coinsurance after deductible / 50% Coinsurance after deductible","Not Applicable / Not Applicable","10% Coinsurance after deductible / 15% Coinsurance after deductible","$500.00 Copay after deductible / Not Applicable","$30 Copay after deductible / Not Applicable","15% Coinsurance after deductible / Not Applicable","15% Coinsurance after deductible / Not Applicable","15% Coinsurance after deductible / Not Applicable","$50 Copay after deductible / Not Applicable","$500 Copay after deductible / Not Applicable","15% Coinsurance after deductible / Not Applicable","No Charge / Not Applicable","15% Coinsurance after deductible / Not Applicable","No Charge / Not Applicable","15% Coinsurance after deductible / Not Applicable","15% Coinsurance after deductible / Not Applicable","$100 Copay after deductible / Not Applicable","50.00% / Not Applicable","50.00% / Not Applicable","25.00% / Not Applicable","25.00% / Not Applicable","$500.00 Copay per Stay after deductible / Not Applicable","15% Coinsurance after deductible / Not Applicable","$500.00 Copay per Stay after deductible / Not Applicable","15% Coinsurance after deductible / Not Applicable","15% Coinsurance after deductible / Not Applicable","15% Coinsurance after deductible / Not Applicable","15.00% / Not Applicable","15% Coinsurance after deductible / Not Applicable","15% Coinsurance after deductible / Not Applicable","15% Coinsurance after deductible / Not Applicable","$500.00 Copay after deductible / Not Applicable","15% Coinsurance after deductible / Not Applicable","$500.00 Copay per Stay after deductible / Not Applicable","$500.00 Copay after deductible / Not Applicable","$500.00 Copay per Stay after deductible / Not Applicable","50% Coinsurance after deductible / Not Applicable","No Charge / Not Applicable","No Charge / Not Applicable","No Charge / Not Applicable",,,,,,,,,,
43697,"Empire BlueCross BlueShield HMO 1000 X, Gold, NS, INN, Pediatric Dental, Dep 25, a Multi-State Plan",Gold,1399.70,,,,,1000,3000,7150,14300,No,No,"$30.00 / Not Applicable","10% Coinsurance after deductible / Not Applicable","No Charge / Not Applicable","$40 Copay after deductible / $50.00 Copay after deductible","40% Coinsurance after deductible / 50% Coinsurance after deductible","Not Applicable / Not Applicable","$15.00 / $25.00","$1000.00 Copay after deductible / Not Applicable","10% Coinsurance after deductible / Not Applicable","10% Coinsurance after deductible / Not Applicable","10% Coinsurance after deductible / Not Applicable","10% Coinsurance after deductible / Not Applicable","$50 Copay after deductible / Not Applicable","$500 Copay after deductible / Not Applicable","10% Coinsurance after deductible / Not Applicable","No Charge / Not Applicable","10% Coinsurance after deductible / Not Applicable","No Charge / Not Applicable","10% Coinsurance after deductible / Not Applicable","10% Coinsurance after deductible / Not Applicable","$100 Copay after deductible / Not Applicable","50.00% / Not Applicable","50.00% / Not Applicable","25.00% / Not Applicable","25.00% / Not Applicable","$1000.00 Copay per Stay after deductible / Not Applicable","10% Coinsurance after deductible / Not Applicable","$1000.00 Copay per Stay after deductible / Not Applicable","10% Coinsurance after deductible / Not Applicable","10% Coinsurance after deductible / Not Applicable","10% Coinsurance after deductible / Not Applicable","10.00% / Not Applicable","10% Coinsurance after deductible / Not Applicable","10% Coinsurance after deductible / Not Applicable","10% Coinsurance after deductible / Not Applicable","$1000.00 Copay after deductible / Not Applicable","10% Coinsurance after deductible / Not Applicable","$1000.00 Copay per Stay after deductible / Not Applicable","$1000.00 Copay after deductible / Not Applicable","$1000.00 Copay per Stay after deductible / Not Applicable","10% Coinsurance after deductible / Not Applicable","No Charge / Not Applicable","No Charge / Not Applicable","No Charge / Not Applicable",,,,,,,,,,
44512,"EmblemHealth Select Care Platinum, Platinum, ST, INN, Pediatric Dental, Dep25",Platinum,1484.40,0,0,0,,,,2000,4000,No,No,$15,$35,$0,$30,$60,,$10,$600.00,$35,$15,$15,$0,$55,$100.00,$100.00,$0,$0,$0,$35,$35,$35,$15,$15,$15,$15,$500.00,$15,$500.00,$15,$100.00,$100.00,$15,$25,10%,$35,"$500.00 Copay after deductible",10%,"$500.00 Copay per Stay",$600.00,"$500.00 Copay per Stay",$100.00,$15,10%,10%,,,,,,,,,,
44515,"EmblemHealth Select Care Gold , Gold, ST, INN, Pediatric Dental, Dep25",Gold,1256.52,600,1200,0,,,,4000,8000,No,No,"$25.00 Copay after deductible","$40.00 Copay after deductible",$0,"$35.00 Copay before deductible","$70.00 Copay before deductible",,"$10.00 Copay before deductible","$1100 Copay after deductible","$40.00 Copay after deductible","$25.00 Copay after deductible","$25.00 Copay after deductible",$0,"$60.00 Copay after deductible","$150.00 Copay after deductible","$150.00 Copay after deductible",$0,$0,$0,"$40.00 Copay after deductible","$40.00 Copay after deductible","$40.00 Copay after deductible","$25 Copay after deductible","$25 Copay after deductible","$25 Copay after deductible","$25 Copay after deductible","$1000.00 Copay after deductible","$25.00 Copay after deductible","$1000.00 Copay after deductible","$25.00 Copay after deductible","$100.00 Copay after deductible","$100.00 Copay after deductible","$25.00 Copay after deductible","$30 Copay after deductible","20% Coinsurance after deductible","$40.00 Copay after deductible","$1000.00 Copay after deductible","20% Coinsurance after deductible","$1000.00 Copay per Stay after deductible","$1100 Copay after deductible","$1000.00 Copay per Stay after deductible","$100.00 Copay after deductible","$25 Copay after deductible","20% Coinsurance after deductible","20% Coinsurance after deductible",,,,,,,,,,
44521,"EmblemHealth Select Care Silver, Silver, ST, INN, Pediatric Dental, Dep25",Silver,1036.82,1650,3300,0,,,,5700,11400,No,No,"$30.00 Copay after deductible","$50.00 Copay after deductible",$0,"$35.00 Copay before deductible","$70.00 Copay before deductible",,"$10.00 Copay before deductible","$1600 Copay after deductible","$50.00 Copay after deductible","$30.00 Copay after deductible","$30.00 Copay after deductible",$0,"$70.00 Copay after deductible","$250.00 Copay after deductible","$150.00 Copay after deductible",$0,$0,$0,"$50.00 Copay after deductible","$50.00 Copay after deductible","$50.00 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$30 Copay after deductible","$1500.00 Copay after deductible","$30.00 Copay after deductible","$1500.00 Copay after deductible","$30.00 Copay after deductible","$100.00 Copay after deductible","$100.00 Copay after deductible","$30.00 Copay after deductible","$30 Copay after deductible","25% Coinsurance after deductible","$50.00 Copay after deductible","$1500.00 Copay after deductible","25% Coinsurance after deductible","$1500.00 Copay per Stay after deductible","$1600 Copay after deductible","$1500.00 Copay per Stay after deductible","$100.00 Copay after deductible","$30 Copay after deductible","25% Coinsurance after deductible","25% Coinsurance after deductible",,,,,,,,,,
